trigram,count,frequency
  bzv,0,0.000
  bzw,0,0.000
  bzx,0,0.000
  bzy,0,0.000
  bzz,0,0.000
  caa,1,0.000
  cab,11,0.000
  cac,7,0.000
  cad,16,0.000
  cae,4,0.000
  caf,3,0.000
  cag,5,0.000
  cah,4,0.000
  cai,4,0.000
  caj,3,0.000
  cak,3,0.000
  cal,30,0.001
  cam,9,0.000
  can,27,0.001
  cao,4,0.000
  cap,17,0.000
  caq,0,0.000
  car,37,0.001
  cas,11,0.000
  cat,10,0.000
  cau,11,0.000
  cav,7,0.000
  caw,5,0.000
  cax,1,0.000
  cay,2,0.000
  caz,0,0.000
  cba,0,0.000
  cbb,0,0.000
  cbc,0,0.000
  cbd,0,0.000
  cbe,0,0.000
  cbf,0,0.000
  cbg,0,0.000
  cbh,0,0.000
  cbi,0,0.000
  cbj,0,0.000
  cbk,0,0.000
  cbl,0,0.000
  cbm,0,0.000
  cbn,0,0.000
  cbo,0,0.000
  cbp,0,0.000
  cbq,0,0.000
  cbr,0,0.000
  cbs,0,0.000
  cbt,0,0.000
  cbu,0,0.000
  cbv,0,0.000
  cbw,0,0.000
  cbx,0,0.000
  cby,0,0.000
  cbz,0,0.000
  cca,12,0.000
  ccb,0,0.000
  ccc,0,0.000
  ccd,0,0.000
  cce,2,0.000
  ccf,0,0.000
  ccg,0,0.000
  cch,0,0.000
  cci,2,0.000
  ccj,0,0.000
  cck,0,0.000
  ccl,0,0.000
  ccm,0,0.000
  ccn,0,0.000
  cco,9,0.000
  ccp,0,0.000
  ccq,0,0.000
  ccr,0,0.000
  ccs,0,0.000
  cct,0,0.000
  ccu,1,0.000
  ccv,0,0.000
  ccw,0,0.000
  ccx,0,0.000
  ccy,1,0.000
  ccz,0,0.000
  cda,0,0.000
  cdb,0,0.000
  cdc,0,0.000
  cdd,0,0.000
  cde,0,0.000
  cdf,0,0.000
  cdg,0,0.000
  cdh,0,0.000
  cdi,0,0.000
  cdj,0,0.000
  cdk,0,0.000
  cdl,0,0.000
  cdm,0,0.000
  cdn,0,0.000
  cdo,0,0.000
  cdp,0,0.000
  cdq,0,0.000
  cdr,0,0.000
  cds,0,0.000
  cdt,0,0.000
  cdu,0,0.000
  cdv,0,0.000
  cdw,0,0.000
  cdx,0,0.000
  cdy,0,0.000
  cdz,0,0.000
  cea,4,0.000
  ceb,4,0.000
  cec,1,0.000
  ced,8,0.000
  cee,2,0.000
  cef,0,0.000
  ceg,0,0.000
  ceh,0,0.000
  cei,3,0.000
  cej,0,0.000
  cek,0,0.000
  cel,5,0.000
  cem,0,0.000
  cen,7,0.000
  ceo,1,0.000
  cep,0,0.000
  ceq,1,0.000
  cer,21,0.000
  ces,3,0.000
  cet,8,0.000
  ceu,0,0.000
  cev,0,0.000
  cew,0,0.000
  cex,0,0.000
  cey,1,0.000
  cez,0,0.000
  cfa,0,0.000
  cfb,0,0.000
  cfc,0,0.000
  cfd,0,0.000
  cfe,0,0.000
  cff,0,0.000
  cfg,0,0.000
  cfh,0,0.000
  cfi,0,0.000
  cfj,0,0.000
  cfk,0,0.000
  cfl,0,0.000
  cfm,0,0.000
  cfn,0,0.000
  cfo,0,0.000
  cfp,0,0.000
  cfq,0,0.000
  cfr,0,0.000
  cfs,0,0.000
  cft,0,0.000
  cfu,0,0.000
  cfv,0,0.000
  cfw,0,0.000
  cfx,0,0.000
  cfy,0,0.000
  cfz,0,0.000
  cga,0,0.000
  cgb,0,0.000
  cgc,0,0.000
  cgd,0,0.000
  cge,0,0.000
  cgf,0,0.000
  cgg,0,0.000
  cgh,0,0.000
  cgi,0,0.000
  cgj,0,0.000
  cgk,0,0.000
  cgl,0,0.000
  cgm,0,0.000
  cgn,0,0.000
  cgo,0,0.000
  cgp,0,0.000
  cgq,0,0.000
  cgr,0,0.000
  cgs,0,0.000
  cgt,0,0.000
  cgu,0,0.000
  cgv,0,0.000
  cgw,0,0.000
  cgx,0,0.000
  cgy,0,0.000
  cgz,0,0.000
  cha,49,0.001
  chb,0,0.000
  chc,0,0.000
  chd,0,0.000
  che,44,0.001
  chf,0,0.000
  chg,0,0.000
  chh,0,0.000
  chi,38,0.001
  chj,0,0.000
  chk,0,0.000
  chl,2,0.000
  chm,0,0.000
  chn,1,0.000
  cho,31,0.001
  chp,0,0.000
  chq,0,0.000
  chr,3,0.000
  chs,0,0.000
  cht,8,0.000
  chu,16,0.000
  chv,0,0.000
  chw,2,0.000
  chx,0,0.000
  chy,11,0.000
  chz,0,0.000
  cia,6,0.000
  cib,1,0.000
  cic,4,0.000
  cid,4,0.000
  cie,1,0.000
  cif,0,0.000
  cig,2,0.000
  cih,0,0.000
  cii,2,0.000
  cij,0,0.000
  cik,0,0.000
  cil,4,0.000
  cim,1,0.000
  cin,12,0.000
  cio,2,0.000
  cip,0,0.000
  ciq,0,0.000
  cir,3,0.000
  cis,4,0.000
  cit,5,0.000
  ciu,0,0.000
  civ,4,0.000
  ciw,0,0.000
  cix,0,0.000
  ciy,0,0.000
  ciz,1,0.000
  cja,0,0.000
  cjb,0,0.000
  cjc,0,0.000
  cjd,0,0.000
  cje,0,0.000
  cjf,0,0.000
  cjg,0,0.000
  cjh,0,0.000
  cji,0,0.000
  cjj,0,0.000
  cjk,0,0.000
  cjl,0,0.000
  cjm,0,0.000
  cjn,0,0.000
  cjo,0,0.000
  cjp,0,0.000
  cjq,0,0.000
  cjr,0,0.000
  cjs,0,0.000
  cjt,0,0.000
  cju,0,0.000
  cjv,0,0.000
  cjw,0,0.000
  cjx,0,0.000
  cjy,0,0.000
  cjz,0,0.000
  cka,2,0.000
  ckb,0,0.000
  ckc,0,0.000
  ckd,0,0.000
  cke,4,0.000
  ckf,0,0.000
  ckg,0,0.000
  ckh,0,0.000
  cki,3,0.000
  ckj,0,0.000
  ckk,0,0.000
  ckl,0,0.000
  ckm,0,0.000
  ckn,0,0.000
  cko,4,0.000
  ckp,0,0.000
  ckq,0,0.000
  ckr,0,0.000
  cks,1,0.000
  ckt,0,0.000
  cku,0,0.000
  ckv,0,0.000
  ckw,0,0.000
  ckx,0,0.000
  cky,28,0.001
  ckz,0,0.000
  cla,27,0.001
  clb,0,0.000
  clc,0,0.000
  cld,0,0.000
  cle,16,0.000
  clf,0,0.000
  clg,0,0.000
  clh,0,0.000
  cli,16,0.000
  clj,0,0.000
  clk,0,0.000
  cll,0,0.000
  clm,0,0.000
  cln,0,0.000
  clo,19,0.000
  clp,0,0.000
  clq,0,0.000
  clr,0,0.000
  cls,0,0.000
  clt,0,0.000
  clu,5,0.000
  clv,0,0.000
  clw,0,0.000
  clx,0,0.000
  cly,4,0.000
  clz,0,0.000
  cma,0,0.000
  cmb,0,0.000
  cmc,0,0.000
  cmd,0,0.000
  cme,0,0.000
  cmf,0,0.000
  cmg,0,0.000
  cmh,0,0.000
  cmi,1,0.000
  cmj,0,0.000
  cmk,0,0.000
  cml,0,0.000
  cmm,0,0.000
  cmn,0,0.000
  cmo,0,0.000
  cmp,0,0.000
  cmq,0,0.000
  cmr,0,0.000
  cms,0,0.000
  cmt,0,0.000
  cmu,0,0.000
  cmv,0,0.000
  cmw,0,0.000
  cmx,0,0.000
  cmy,0,0.000
  cmz,0,0.000
  cna,0,0.000
  cnb,0,0.000
  cnc,0,0.000
  cnd,0,0.000
  cne,0,0.000
  cnf,0,0.000
  cng,0,0.000
  cnh,0,0.000
  cni,1,0.000
  cnj,0,0.000
  cnk,0,0.000
  cnl,0,0.000
  cnm,0,0.000
  cnn,0,0.000
  cno,0,0.000
  cnp,0,0.000
  cnq,0,0.000
  cnr,0,0.000
  cns,0,0.000
  cnt,0,0.000
  cnu,0,0.000
  cnv,0,0.000
  cnw,0,0.000
  cnx,0,0.000
  cny,0,0.000
  cnz,0,0.000
  coa,13,0.000
  cob,7,0.000
  coc,7,0.000
  cod,4,0.000
  coe,0,0.000
  cof,1,0.000
  cog,3,0.000
  coh,2,0.000
  coi,4,0.000
  coj,0,0.000
  cok,2,0.000
  col,14,0.000
  com,15,0.000
  con,26,0.001
  coo,14,0.000
  cop,13,0.000
  coq,1,0.000
  cor,26,0.001
  cos,8,0.000
  cot,15,0.000
  cou,16,0.000
  cov,8,0.000
  cow,5,0.000
  cox,1,0.000
  coy,9,0.000
  coz,1,0.000
  cpa,0,0.000
  cpb,0,0.000
  cpc,0,0.000
  cpd,0,0.000
  cpe,0,0.000
  cpf,0,0.000
  cpg,0,0.000
  cph,0,0.000
  cpi,0,0.000
  cpj,0,0.000
  cpk,0,0.000
  cpl,0,0.000
  cpm,0,0.000
  cpn,0,0.000
  cpo,0,0.000
  cpp,0,0.000
  cpq,0,0.000
  cpr,0,0.000
  cps,0,0.000
  cpt,0,0.000
  cpu,0,0.000
  cpv,0,0.000
  cpw,0,0.000
  cpx,0,0.000
  cpy,0,0.000
  cpz,0,0.000
  cqa,0,0.000
  cqb,0,0.000
  cqc,0,0.000
  cqd,0,0.000
  cqe,0,0.000
  cqf,0,0.000
  cqg,0,0.000
  cqh,0,0.000
  cqi,0,0.000
  cqj,0,0.000
  cqk,0,0.000
  cql,0,0.000
  cqm,0,0.000
  cqn,0,0.000
  cqo,0,0.000
  cqp,0,0.000
  cqq,0,0.000
  cqr,0,0.000
  cqs,0,0.000
  cqt,0,0.000
  cqu,1,0.000
  cqv,0,0.000
  cqw,0,0.000
  cqx,0,0.000
  cqy,0,0.000
  cqz,0,0.000
  cra,33,0.001
  crb,0,0.000
  crc,0,0.000
  crd,0,0.000
  cre,27,0.001
  crf,0,0.000
  crg,0,0.000
  crh,0,0.000
  cri,17,0.000
  crj,0,0.000
  crk,0,0.000
  crl,0,0.000
  crm,0,0.000
  crn,0,0.000
  cro,33,0.001
  crp,0,0.000
  crq,0,0.000
  crr,0,0.000
  crs,0,0.000
  crt,0,0.000
  cru,18,0.000
  crv,0,0.000
  crw,0,0.000
  crx,0,0.000
  cry,7,0.000
  crz,0,0.000
  csa,0,0.000
  csb,0,0.000
  csc,0,0.000
  csd,0,0.000
  cse,0,0.000
  csf,0,0.000
  csg,0,0.000
  csh,0,0.000
  csi,0,0.000
  csj,0,0.000
  csk,0,0.000
  csl,0,0.000
  csm,0,0.000
  csn,0,0.000
  cso,1,0.000
  csp,0,0.000
  csq,0,0.000
  csr,0,0.000
  css,0,0.000
  cst,0,0.000
  csu,0,0.000
  csv,0,0.000
  csw,0,0.000
  csx,0,0.000
  csy,0,0.000
  csz,0,0.000
  cta,7,0.000
  ctb,0,0.000
  ctc,0,0.000
  ctd,0,0.000
  cte,3,0.000
  ctf,0,0.000
  ctg,0,0.000
  cth,0,0.000
  cti,5,0.000
  ctj,0,0.000
  ctk,0,0.000
  ctl,0,0.000
  ctm,0,0.000
  ctn,0,0.000
  cto,4,0.000
  ctp,0,0.000
  ctq,0,0.000
  ctr,0,0.000
  cts,0,0.000
  ctt,0,0.000
  ctu,1,0.000
  ctv,0,0.000
  ctw,0,0.000
  ctx,0,0.000
  cty,2,0.000
  ctz,0,0.000
  cua,1,0.000
  cub,7,0.000
  cuc,0,0.000
  cud,4,0.000
  cue,2,0.000
  cuf,3,0.000
  cug,0,0.000
  cuh,0,0.000
  cui,0,0.000
  cuj,1,0.000
  cuk,0,0.000
  cul,10,0.000
  cum,12,0.000
  cun,4,0.000
  cuo,0,0.000
  cup,5,0.000
  cuq,0,0.000
  cur,20,0.000
  cus,19,0.000
  cut,14,0.000
  cuu,0,0.000
  cuv,0,0.000
  cuw,0,0.000
  cux,0,0.000
  cuy,0,0.000
  cuz,0,0.000
  cva,0,0.000
  cvb,0,0.000
  cvc,0,0.000
  cvd,0,0.000
  cve,0,0.000
  cvf,0,0.000
  cvg,0,0.000
  cvh,0,0.000
  cvi,0,0.000
  cvj,0,0.000
  cvk,0,0.000
  cvl,0,0.000
  cvm,0,0.000
  cvn,0,0.000
  cvo,0,0.000
  cvp,0,0.000
  cvq,0,0.000
  cvr,0,0.000
  cvs,0,0.000
  cvt,0,0.000
  cvu,0,0.000
  cvv,0,0.000
  cvw,0,0.000
  cvx,0,0.000
  cvy,0,0.000
  cvz,0,0.000
  cwa,0,0.000
  cwb,0,0.000
  cwc,0,0.000
  cwd,0,0.000
  cwe,0,0.000
  cwf,0,0.000
  cwg,0,0.000
  cwh,0,0.000
  cwi,0,0.000
  cwj,0,0.000
  cwk,0,0.000
  cwl,0,0.000
  cwm,0,0.000
  cwn,0,0.000
  cwo,0,0.000
  cwp,0,0.000
  cwq,0,0.000
  cwr,0,0.000
  cws,0,0.000
  cwt,0,0.000
  cwu,0,0.000
  cwv,0,0.000
  cww,0,0.000
  cwx,0,0.000
  cwy,0,0.000
  cwz,0,0.000
  cxa,0,0.000
  cxb,0,0.000
  cxc,0,0.000
  cxd,0,0.000
  cxe,0,0.000
  cxf,0,0.000
  cxg,0,0.000
  cxh,0,0.000
  cxi,0,0.000
  cxj,0,0.000
  cxk,0,0.000
  cxl,0,0.000
  cxm,0,0.000
  cxn,0,0.000
  cxo,0,0.000
  cxp,0,0.000
  cxq,0,0.000
  cxr,0,0.000
  cxs,0,0.000
  cxt,0,0.000
  cxu,0,0.000
  cxv,0,0.000
  cxw,0,0.000
  cxx,0,0.000
  cxy,0,0.000
  cxz,0,0.000
  cya,1,0.000
  cyb,0,0.000
  cyc,3,0.000
  cyd,0,0.000
  cye,0,0.000
  cyf,0,0.000
  cyg,0,0.000
  cyh,0,0.000
  cyi,0,0.000
  cyj,0,0.000
  cyk,0,0.000
  cyl,3,0.000
  cym,3,0.000
  cyn,1,0.000
  cyo,0,0.000
  cyp,1,0.000
  cyq,0,0.000
  cyr,3,0.000
  cys,0,0.000
  cyt,2,0.000
  cyu,0,0.000
  cyv,0,0.000
  cyw,0,0.000
  cyx,0,0.000
  cyy,0,0.000
  cyz,0,0.000
  cza,0,0.000
  czb,0,0.000
  czc,0,0.000
  czd,0,0.000
  cze,2,0.000
  czf,0,0.000
  czg,0,0.000
  czh,0,0.000
  czi,0,0.000
  czj,0,0.000
  czk,0,0.000
  czl,0,0.000
  czm,0,0.000
  czn,0,0.000
  czo,0,0.000
  czp,0,0.000
  czq,0,0.000
  czr,0,0.000
  czs,0,0.000
  czt,0,0.000
  czu,0,0.000
  czv,0,0.000
  czw,0,0.000
  czx,0,0.000
  czy,0,0.000
  czz,0,0.000
  daa,0,0.000
  dab,3,0.000
  dac,2,0.000
  dad,3,0.000
  dae,0,0.000
  daf,2,0.000
  dag,3,0.000
  dah,2,0.000
  dai,9,0.000
  daj,0,0.000
  dak,4,0.000
  dal,14,0.000
  dam,8,0.000
  dan,19,0.000
  dao,0,0.000
  dap,3,0.000
  daq,0,0.000
  dar,22,0.000
  das,7,0.000
  dat,8,0.000
  dau,4,0.000
  dav,4,0.000
  daw,5,0.000
  dax,1,0.000
  day,4,0.000
  daz,1,0.000
  dba,0,0.000
  dbb,0,0.000
  dbc,0,0.000
  dbd,0,0.000
  dbe,0,0.000
  dbf,0,0.000
  dbg,0,0.000
  dbh,0,0.000
  dbi,0,0.000
  dbj,0,0.000
  dbk,0,0.000
  dbl,0,0.000
  dbm,0,0.000
  dbn,0,0.000
  dbo,0,0.000
  dbp,0,0.000
  dbq,0,0.000
  dbr,0,0.000
  dbs,0,0.000
  dbt,0,0.000
  dbu,0,0.000
  dbv,0,0.000
  dbw,0,0.000
  dbx,0,0.000
  dby,0,0.000
  dbz,0,0.000
  dca,0,0.000
  dcb,0,0.000
  dcc,0,0.000
  dcd,0,0.000
  dce,0,0.000
  dcf,0,0.000
  dcg,0,0.000
  dch,0,0.000
  dci,0,0.000
  dcj,0,0.000
  dck,0,0.000
  dcl,0,0.000
  dcm,0,0.000
  dcn,0,0.000
  dco,0,0.000
  dcp,0,0.000
  dcq,0,0.000
  dcr,0,0.000
  dcs,0,0.000
  dct,0,0.000
  dcu,0,0.000
  dcv,0,0.000
  dcw,0,0.000
  dcx,0,0.000
  dcy,0,0.000
  dcz,0,0.000
  dda,6,0.000
  ddb,0,0.000
  ddc,0,0.000
  ddd,0,0.000
  dde,5,0.000
  ddf,0,0.000
  ddg,0,0.000
  ddh,1,0.000
  ddi,6,0.000
  ddj,0,0.000
  ddk,0,0.000
  ddl,2,0.000
  ddm,0,0.000
  ddn,0,0.000
  ddo,2,0.000
  ddp,0,0.000
  ddq,0,0.000
  ddr,0,0.000
  dds,0,0.000
  ddt,0,0.000
  ddu,0,0.000
  ddv,0,0.000
  ddw,0,0.000
  ddx,0,0.000
  ddy,30,0.001
  ddz,0,0.000
  dea,11,0.000
  deb,8,0.000
  dec,11,0.000
  ded,9,0.000
  dee,6,0.000
  def,3,0.000
  deg,2,0.000
  deh,0,0.000
  dei,8,0.000
  dej,0,0.000
  dek,3,0.000
  del,15,0.000
  dem,7,0.000
  den,16,0.000
  deo,4,0.000
  dep,5,0.000
  deq,0,0.000
  der,39,0.001
  des,10,0.000
  det,9,0.000
  deu,2,0.000
  dev,3,0.000
  dew,7,0.000
  dex,4,0.000
  dey,0,0.000
  dez,0,0.000
  dfa,0,0.000
  dfb,0,0.000
  dfc,0,0.000
  dfd,0,0.000
  dfe,0,0.000
  dff,0,0.000
  dfg,0,0.000
  dfh,0,0.000
  dfi,1,0.000
  dfj,0,0.000
  dfk,0,0.000
  dfl,0,0.000
  dfm,0,0.000
  dfn,0,0.000
  dfo,0,0.000
  dfp,0,0.000
  dfq,0,0.000
  dfr,0,0.000
  dfs,0,0.000
  dft,0,0.000
  dfu,0,0.000
  dfv,0,0.000
  dfw,0,0.000
  dfx,0,0.000
  dfy,0,0.000
  dfz,0,0.000
  dga,2,0.000
  dgb,0,0.000
  dgc,0,0.000
  dgd,0,0.000
  dge,34,0.001
  dgf,0,0.000
  dgg,0,0.000
  dgh,0,0.000
  dgi,0,0.000
  dgj,0,0.000
  dgk,0,0.000
  dgl,0,0.000
  dgm,0,0.000
  dgn,0,0.000
  dgo,0,0.000
  dgp,0,0.000
  dgq,0,0.000
  dgr,0,0.000
  dgs,0,0.000
  dgt,0,0.000
  dgu,0,0.000
  dgv,0,0.000
  dgw,0,0.000
  dgx,0,0.000
  dgy,12,0.000
  dgz,0,0.000
  dha,3,0.000
  dhb,0,0.000
  dhc,0,0.000
  dhd,0,0.000
  dhe,3,0.000
  dhf,0,0.000
  dhg,0,0.000
  dhh,0,0.000
  dhi,1,0.000
  dhj,0,0.000
  dhk,0,0.000
  dhl,0,0.000
  dhm,0,0.000
  dhn,0,0.000
  dho,6,0.000
  dhp,0,0.000
  dhq,0,0.000
  dhr,0,0.000
  dhs,0,0.000
  dht,0,0.000
  dhu,1,0.000
  dhv,0,0.000
  dhw,0,0.000
  dhx,0,0.000
  dhy,1,0.000
  dhz,0,0.000
  dia,14,0.000
  dib,0,0.000
  dic,17,0.000
  did,12,0.000
  die,12,0.000
  dif,2,0.000
  dig,5,0.000
  dih,0,0.000
  dii,1,0.000
  dij,0,0.000
  dik,2,0.000
  dil,3,0.000
  dim,9,0.000
  din,13,0.000
  dio,14,0.000
  dip,3,0.000
  diq,0,0.000
  dir,5,0.000
  dis,6,0.000
  dit,8,0.000
  diu,1,0.000
  div,6,0.000
  diw,0,0.000
  dix,4,0.000
  diy,1,0.000
  diz,2,0.000
  dja,2,0.000
  djb,0,0.000
  djc,0,0.000
  djd,0,0.000
  dje,0,0.000
  djf,0,0.000
  djg,0,0.000
  djh,0,0.000
  dji,1,0.000
  djj,0,0.000
  djk,0,0.000
  djl,0,0.000
  djm,0,0.000
  djn,0,0.000
  djo,0,0.000
  djp,0,0.000
  djq,0,0.000
  djr,0,0.000
  djs,0,0.000
  djt,0,0.000
  dju,1,0.000
  djv,0,0.000
  djw,0,0.000
  djx,0,0.000
  djy,0,0.000
  djz,0,0.000
  dka,1,0.000
  dkb,0,0.000
  dkc,0,0.000
  dkd,0,0.000
  dke,0,0.000
  dkf,0,0.000
  dkg,0,0.000
  dkh,0,0.000
  dki,0,0.000
  dkj,0,0.000
  dkk,0,0.000
  dkl,0,0.000
  dkm,0,0.000
  dkn,0,0.000
  dko,0,0.000
  dkp,0,0.000
  dkq,0,0.000
  dkr,0,0.000
  dks,0,0.000
  dkt,0,0.000
  dku,0,0.000
  dkv,0,0.000
  dkw,0,0.000
  dkx,0,0.000
  dky,0,0.000
  dkz,0,0.000
  dla,2,0.000
  dlb,0,0.000
  dlc,0,0.000
  dld,0,0.000
  dle,8,0.000
  dlf,0,0.000
  dlg,0,0.000
  dlh,0,0.000
  dli,0,0.000
  dlj,0,0.000
  dlk,0,0.000
  dll,0,0.000
  dlm,0,0.000
  dln,0,0.000
  dlo,0,0.000
  dlp,0,0.000
  dlq,0,0.000
  dlr,0,0.000
  dls,0,0.000
  dlt,0,0.000
  dlu,0,0.000
  dlv,0,0.000
  dlw,0,0.000
  dlx,0,0.000
  dly,6,0.000
  dlz,0,0.000
  dma,1,0.000
  dmb,0,0.000
  dmc,0,0.000
  dmd,0,0.000
  dme,0,0.000
  dmf,0,0.000
  dmg,0,0.000
  dmh,0,0.000
  dmi,4,0.000
  dmj,0,0.000
  dmk,0,0.000
  dml,0,0.000
  dmm,0,0.000
  dmn,0,0.000
  dmo,0,0.000
  dmp,0,0.000
  dmq,0,0.000
  dmr,0,0.000
  dms,0,0.000
  dmt,0,0.000
  dmu,0,0.000
  dmv,0,0.000
  dmw,0,0.000
  dmx,0,0.000
  dmy,0,0.000
  dmz,0,0.000
  dna,2,0.000
  dnb,0,0.000
  dnc,0,0.000
  dnd,0,0.000
  dne,1,0.000
  dnf,0,0.000
  dng,0,0.000
  dnh,0,0.000
  dni,0,0.000
  dnj,0,0.000
  dnk,0,0.000
  dnl,0,0.000
  dnm,0,0.000
  dnn,0,0.000
  dno,0,0.000
  dnp,0,0.000
  dnq,0,0.000
  dnr,0,0.000
  dns,0,0.000
  dnt,1,0.000
  dnu,0,0.000
  dnv,0,0.000
  dnw,0,0.000
  dnx,0,0.000
  dny,0,0.000
  dnz,0,0.000
  doa,0,0.000
  dob,4,0.000
  doc,3,0.000
  dod,3,0.000
  doe,1,0.000
  dof,0,0.000
  dog,9,0.000
  doh,0,0.000
  doi,4,0.000
  doj,0,0.000
  dok,1,0.000
  dol,9,0.000
  dom,6,0.000
  don,18,0.000
  doo,5,0.000
  dop,3,0.000
  doq,0,0.000
  dor,15,0.000
  dos,6,0.000
  dot,6,0.000
  dou,5,0.000
  dov,1,0.000
  dow,11,0.000
  dox,3,0.000
  doy,1,0.000
  doz,4,0.000
  dpa,1,0.000
  dpb,0,0.000
  dpc,0,0.000
  dpd,0,0.000
  dpe,0,0.000
  dpf,0,0.000
  dpg,0,0.000
  dph,0,0.000
  dpi,0,0.000
  dpj,0,0.000
  dpk,0,0.000
  dpl,0,0.000
  dpm,0,0.000
  dpn,0,0.000
  dpo,0,0.000
  dpp,0,0.000
  dpq,0,0.000
  dpr,0,0.000
  dps,0,0.000
  dpt,0,0.000
  dpu,0,0.000
  dpv,0,0.000
  dpw,0,0.000
  dpx,0,0.000
  dpy,0,0.000
  dpz,0,0.000
  dqa,0,0.000
  dqb,0,0.000
  dqc,0,0.000
  dqd,0,0.000
  dqe,0,0.000
  dqf,0,0.000
  dqg,0,0.000
  dqh,0,0.000
  dqi,0,0.000
  dqj,0,0.000
  dqk,0,0.000
  dql,0,0.000
  dqm,0,0.000
  dqn,0,0.000
  dqo,0,0.000
  dqp,0,0.000
  dqq,0,0.000
  dqr,0,0.000
  dqs,0,0.000
  dqt,0,0.000
  dqu,0,0.000
  dqv,0,0.000
  dqw,0,0.000
  dqx,0,0.000
  dqy,0,0.000
  dqz,0,0.000
  dra,22,0.000
  drb,0,0.000
  drc,0,0.000
  drd,0,0.000
  dre,12,0.000
  drf,0,0.000
  drg,0,0.000
  drh,0,0.000
  dri,13,0.000
  drj,0,0.000
  drk,0,0.000
  drl,0,0.000
  drm,0,0.000
  drn,0,0.000
  dro,22,0.000
  drp,0,0.000
  drq,0,0.000
  drr,0,0.000
  drs,0,0.000
  drt,0,0.000
  dru,10,0.000
  drv,0,0.000
  drw,0,0.000
  drx,0,0.000
  dry,10,0.000
  drz,0,0.000
  dsa,0,0.000
  dsb,0,0.000
  dsc,0,0.000
  dsd,0,0.000
  dse,0,0.000
  dsf,0,0.000
  dsg,0,0.000
  dsh,0,0.000
  dsi,0,0.000
  dsj,0,0.000
  dsk,0,0.000
  dsl,0,0.000
  dsm,0,0.000
  dsn,0,0.000
  dso,0,0.000
  dsp,0,0.000
  dsq,0,0.000
  dsr,0,0.000
  dss,0,0.000
  dst,2,0.000
  dsu,0,0.000
  dsv,0,0.000
  dsw,0,0.000
  dsx,0,0.000
  dsy,2,0.000
  dsz,0,0.000
  dta,0,0.000
  dtb,0,0.000
  dtc,0,0.000
  dtd,0,0.000
  dte,0,0.000
  dtf,0,0.000
  dtg,0,0.000
  dth,2,0.000
  dti,0,0.000
  dtj,0,0.000
  dtk,0,0.000
  dtl,0,0.000
  dtm,0,0.000
  dtn,0,0.000
  dto,0,0.000
  dtp,0,0.000
  dtq,0,0.000
  dtr,0,0.000
  dts,0,0.000
  dtt,0,0.000
  dtu,0,0.000
  dtv,0,0.000
  dtw,0,0.000
  dtx,0,0.000
  dty,0,0.000
  dtz,0,0.000
  dua,5,0.000
  dub,6,0.000
  duc,6,0.000
  dud,0,0.000
  due,4,0.000
  duf,0,0.000
  dug,2,0.000
  duh,1,0.000
  dui,0,0.000
  duj,1,0.000
  duk,1,0.000
  dul,6,0.000
  dum,7,0.000
  dun,8,0.000
  duo,1,0.000
  dup,4,0.000
  duq,0,0.000
  dur,10,0.000
  dus,15,0.000
  dut,3,0.000
  duu,0,0.000
  duv,1,0.000
  duw,0,0.000
  dux,1,0.000
  duy,0,0.000
  duz,0,0.000
  dva,0,0.000
  dvb,0,0.000
  dvc,0,0.000
  dvd,0,0.000
  dve,0,0.000
  dvf,0,0.000
  dvg,0,0.000
  dvh,0,0.000
  dvi,0,0.000
  dvj,0,0.000
  dvk,0,0.000
  dvl,0,0.000
  dvm,0,0.000
  dvn,0,0.000
  dvo,0,0.000
  dvp,0,0.000
  dvq,0,0.000
  dvr,0,0.000
  dvs,0,0.000
  dvt,0,0.000
  dvu,0,0.000
  dvv,0,0.000
  dvw,0,0.000
  dvx,0,0.000
  dvy,0,0.000
  dvz,0,0.000
  dwa,4,0.000
  dwb,0,0.000
  dwc,0,0.000
  dwd,0,0.000
  dwe,2,0.000
  dwf,0,0.000
  dwg,0,0.000
  dwh,0,0.000
  dwi,2,0.000
  dwj,0,0.000
  dwk,0,0.000
  dwl,0,0.000
  dwm,0,0.000
  dwn,0,0.000
  dwo,0,0.000
  dwp,0,0.000
  dwq,0,0.000
  dwr,0,0.000
  dws,0,0.000
  dwt,0,0.000
  dwu,0,0.000
  dwv,0,0.000
  dww,0,0.000
  dwx,0,0.000
  dwy,1,0.000
  dwz,0,0.000
  dxa,0,0.000
  dxb,0,0.000
  dxc,0,0.000
  dxd,0,0.000
  dxe,0,0.000
  dxf,0,0.000
  dxg,0,0.000
  dxh,0,0.000
  dxi,0,0.000
  dxj,0,0.000
  dxk,0,0.000
  dxl,0,0.000
  dxm,0,0.000
  dxn,0,0.000
  dxo,0,0.000
  dxp,0,0.000
  dxq,0,0.000
  dxr,0,0.000
  dxs,0,0.000
  dxt,0,0.000
  dxu,0,0.000
  dxv,0,0.000
  dxw,0,0.000
  dxx,0,0.000
  dxy,0,0.000
  dxz,0,0.000
  dya,2,0.000
  dyb,0,0.000
  dyc,0,0.000
  dyd,0,0.000
  dye,3,0.000
  dyf,0,0.000
  dyg,0,0.000
  dyh,0,0.000
  dyi,1,0.000
  dyj,0,0.000
  dyk,1,0.000
  dyl,2,0.000
  dym,1,0.000
  dyn,0,0.000
  dyo,0,0.000
  dyp,0,0.000
  dyq,0,0.000
