word,SINGLE_STRATEGY,WEIGHTED_SINGLE,DOUBLE_STRATEGY,WEIGHTED_DOUBLE,TRIPLE_STRATEGY,WEIGHTED_TRIPLE
swamy,11,10,8,8,6,6
swang,8,9,7,6,7,7
swank,8,9,7,6,7,7
swape,10,7,9,8,8,8
sward,10,10,10,8,7,7
sware,8,8,8,8,7,7
swarf,11,11,11,9,8,8
swarm,10,11,8,8,4,4
swart,10,10,7,7,7,7
swash,9,9,7,6,7,7
swath,6,7,5,6,6,6
swati,5,4,5,5,6,6
swazi,8,6,10,7,8,8
sweal,7,6,6,5,7,7
swear,7,6,6,5,7,7
sweat,7,6,6,5,6,6
swede,10,9,7,11,5,5
sweep,8,9,7,7,8,8
sweer,11,14,10,12,7,7
sweet,7,10,7,8,5,5
swego,7,5,6,4,8,8
swell,12,11,10,9,7,7
swelp,11,8,8,6,6,6
swelt,9,7,7,5,4,4
swept,8,7,6,6,6,6
swerd,6,7,5,5,6,6
swick,12,11,9,9,7,7
swift,11,10,10,12,7,7
swile,8,7,8,7,6,6
swill,10,8,8,6,9,9
swimy,9,10,12,8,8,8
swine,9,8,8,7,7,7
swing,8,7,8,8,5,5
swink,11,10,10,10,7,7
swipe,10,8,9,8,7,7
swipy,11,10,10,11,7,7
swird,10,10,9,9,7,7
swire,7,4,6,5,5,5
swirl,7,8,8,5,6,6
swish,7,6,8,8,7,7
swiss,7,8,9,9,10,10
swiss,7,8,9,9,10,10
swith,8,7,7,7,6,6
swoon,8,11,9,8,9,9
swoop,11,11,11,10,11,11
sword,6,9,9,9,8,8
swore,10,9,9,8,7,7
sworn,7,8,7,6,6,6
swosh,9,8,11,8,10,10
swung,10,8,8,8,6,6
swure,6,6,7,6,6,6
sybil,7,9,8,8,8,8
sycee,5,8,4,8,8,8
sycon,7,8,7,7,8,8
sylid,6,9,6,6,6,6
sylph,6,7,7,6,10,10
sylva,8,5,6,6,8,8
synch,7,7,6,7,8,8
synod,6,8,7,5,5,5
syrma,7,7,6,6,7,7
syrma,7,7,6,6,7,7
syrup,8,7,7,7,8,8
tabby,12,11,11,11,7,7
tabby,12,11,11,11,7,7
tabes,7,5,6,4,6,6
tabet,9,8,5,5,9,9
tabic,8,9,9,6,8,8
tabid,10,10,10,9,7,7
tabla,6,7,6,4,6,6
table,8,3,4,3,3,3
tabog,8,7,10,4,3,3
taboo,7,8,9,7,5,5
tabor,9,7,4,3,4,4
tabut,8,9,7,6,10,10
tacca,10,10,8,6,7,7
tache,8,5,5,3,4,4
tacit,7,10,6,7,10,10
tacky,8,10,8,7,6,6
tacso,6,4,7,6,6,6
taffy,14,12,13,12,10,10
taffy,14,12,13,12,10,10
tafia,5,9,8,11,7,7
tagal,5,8,6,4,4,4
taggy,13,7,12,5,6,6
tagua,7,7,4,5,5,5
tahil,6,7,5,4,5,5
tahin,5,6,6,4,8,8
tahua,6,8,7,8,7,7
taich,6,7,6,5,8,8
taiga,4,6,4,4,5,5
taily,5,7,5,4,4,4
taino,3,3,6,4,4,4
taint,4,4,5,5,7,7
taipi,4,6,6,6,6,6
taipo,4,5,9,5,9,9
tairn,4,3,3,4,4,4
taise,4,3,6,5,4,4
tajik,10,11,10,12,11,11
takao,7,6,6,7,8,8
takar,6,8,5,5,6,6
taken,7,7,6,4,6,6
taker,9,8,8,6,6,6
takin,6,7,7,5,9,9
takyr,6,6,6,5,6,6
talak,6,8,4,5,5,5
talao,5,6,5,6,6,6
talar,4,7,3,3,4,4
taled,7,6,4,3,4,4
taler,5,4,3,2,3,3
tales,5,4,4,3,5,5
talis,4,4,4,3,4,4
talky,8,7,7,6,4,4
tally,7,8,6,5,3,3
talma,6,8,4,7,3,3
talon,6,5,4,3,4,4
talpa,7,9,5,8,5,5
taluk,8,6,7,6,7,7
talus,6,5,5,4,5,5
tamas,6,5,4,5,5,5
tambo,10,7,10,6,5,5
tamer,7,6,5,3,5,5
tamil,5,6,4,3,6,6
tamis,6,5,5,4,6,6
tammy,11,8,11,9,10,10
tammy,11,8,11,9,10,10
tamul,6,5,5,4,6,6
tamus,7,6,6,5,6,6
tanak,6,5,5,6,6,6
tanan,5,7,4,8,7,7
tandy,8,7,6,4,4,4
tanga,7,8,3,7,4,4
tangi,6,5,5,4,5,5
tango,8,6,5,3,4,4
tangs,6,5,5,4,6,6
tangy,9,7,6,5,5,5
tanha,6,9,5,10,9,9
tania,3,7,4,6,6,6
tanka,8,10,6,9,5,5
tanoa,4,6,7,4,7,7
tansy,6,5,5,4,5,5
tanti,4,6,4,5,8,8
tanya,5,8,8,5,8,8
tanzy,10,8,8,6,6,6
tapas,7,6,6,6,7,7
tapen,6,6,5,3,5,5
taper,8,7,6,4,5,5
tapet,8,7,6,4,5,5
tapia,4,6,7,10,6,6
tapir,5,5,5,4,5,5
tapis,7,6,6,5,7,7
tapoa,6,7,9,7,6,6
tappa,7,11,8,11,6,6
tapul,7,6,5,4,6,6
taqua,8,10,8,9,10,10
taraf,5,10,7,6,6,6
tarai,3,3,5,4,5,5
tarau,4,6,6,4,7,7
tardy,7,6,8,7,5,5
tarea,2,7,2,5,4,4
tareq,7,6,9,4,4,4
tarfa,3,9,3,8,5,5
targe,6,3,6,5,4,4
tarie,3,2,5,4,3,3
tarin,5,5,5,3,4,4
tarmi,7,5,6,4,4,4
taroc,7,7,5,4,6,6
tarok,8,8,7,5,7,7
tarot,6,9,5,4,8,8
tarri,2,6,2,3,7,7
tarry,3,7,3,7,6,6
tarse,5,2,4,3,4,4
tarsi,4,2,4,3,4,4
tarve,7,4,7,6,6,6
tasco,6,4,5,4,5,5
tasse,6,4,5,4,6,6
taste,6,8,4,8,5,5
tasty,8,5,5,9,10,10
tatar,5,9,4,6,5,5
tater,5,12,4,7,8,8
tates,6,6,5,5,8,8
tatie,4,4,5,6,4,4
tatou,6,6,6,6,7,7
tatta,4,12,6,10,7,7
tatty,8,12,6,10,10,10
taube,8,4,9,6,7,7
taula,5,6,5,6,5,5
tauli,4,4,6,5,5,5
taunt,6,8,6,6,10,10
taupe,7,4,9,7,8,8
taupo,7,6,9,7,8,8
tauri,4,4,3,3,4,4
taver,11,10,7,5,4,4
tawer,10,9,9,8,8,8
tawgi,7,6,7,5,7,7
tawie,5,3,8,5,4,4
tawny,7,7,6,6,5,5
tawpi,7,6,7,5,7,7
tawse,7,3,7,7,7,7
taxed,8,7,7,5,5,5
taxer,12,11,11,10,10,10
taxis,8,7,7,6,8,8
taxon,7,6,7,4,5,5
taxor,10,8,5,4,5,5
taxus,8,7,7,6,9,9
tayer,6,5,10,9,9,9
tayir,4,4,6,5,6,6
tayra,5,5,5,5,9,9
tazia,6,10,9,12,8,8
tcawi,6,5,5,6,4,4
tchai,6,5,7,5,4,4
tchwi,8,6,6,6,4,4
teach,6,6,5,5,6,6
teaer,3,5,3,4,5,5
teaey,4,7,5,6,7,7
teart,4,6,4,4,5,5
teary,5,5,3,3,4,4
tease,4,3,4,4,5,5
teasy,5,3,7,3,5,5
teaty,5,10,6,5,9,9
teave,5,5,6,6,6,6
teaze,6,6,7,7,7,7
tebet,7,7,5,6,8,8
techy,9,8,6,6,7,7
tecla,4,5,4,4,4,4
tecon,7,6,5,4,7,7
tecum,9,7,7,7,10,10
teddy,10,8,8,7,8,8
tedge,9,6,6,7,8,8
teems,5,8,5,6,6,6
teens,4,7,4,4,5,5
teeny,5,8,4,4,6,6
teest,5,8,4,8,8,8
teeth,7,9,5,8,5,5
teety,6,10,5,9,6,6
tegua,5,6,5,6,5,5
teian,4,3,5,4,5,5
teind,6,4,5,3,4,4
tejon,8,7,6,6,8,8
tejon,8,7,6,6,8,8
tekke,10,11,8,10,11,11
tekke,10,11,8,10,11,11
tekya,6,7,6,7,7,7
telar,4,4,3,2,3,3
telei,3,5,4,4,5,5
telic,4,5,4,3,5,5
tellt,5,7,5,4,6,6
telyn,7,7,6,3,6,6
teman,5,5,4,3,5,5
teman,5,5,4,3,5,5
tembe,8,7,7,8,8,8
tembu,9,8,11,9,7,7
temin,5,5,5,4,4,4
temne,6,5,6,6,3,3
tempe,7,7,8,9,9,9
tempi,4,4,6,6,6,6
tempo,7,6,11,5,4,4
tempt,8,8,7,7,10,10
temse,7,5,5,5,7,7
tenai,4,3,5,4,4,4
tench,9,7,5,5,6,6
tenet,6,9,4,6,9,9
tengu,8,7,6,6,6,6
tenio,4,4,7,4,4,4
tenne,5,5,5,5,5,5
tenon,6,6,4,5,7,7
tenor,4,5,4,3,4,4
tense,6,4,4,5,7,7
tenth,8,8,5,6,7,7
tenty,7,9,5,7,9,9
tepal,6,6,6,4,5,5
tepee,7,10,5,7,7,7
tepid,7,7,6,6,8,8
tepor,5,6,5,5,6,6
terap,5,4,4,3,4,4
teras,4,3,3,2,3,3
terek,6,6,6,7,5,5
tereu,5,5,7,8,6,6
terma,4,4,3,2,4,4
terna,3,3,4,3,4,4
terne,5,5,5,4,4,4
terri,3,3,2,3,3,3
terry,3,6,3,6,3,3
terry,3,6,3,6,3,3
terse,5,5,3,4,5,5
terzo,7,4,6,4,7,7
testa,3,7,3,4,4,4
teste,6,7,4,9,7,7
testy,5,8,6,7,6,6
tetch,8,8,5,8,8,8
tetel,4,9,4,5,6,6
teton,6,8,5,4,6,6
tetra,4,5,5,5,5,5
tetum,7,9,6,6,9,9
tewel,5,7,5,4,6,6
tewer,6,6,5,5,9,9
tewit,6,8,7,8,9,9
tewly,7,6,5,5,7,7
texan,6,8,6,5,6,6
texas,5,6,7,6,4,4
thack,8,10,7,6,4,4
thais,5,5,5,4,4,4
thana,4,8,3,5,3,3
thane,5,3,4,3,4,4
thank,7,7,6,4,5,5
tharf,7,8,5,5,6,6
tharm,5,6,4,4,3,3
thatn,6,8,5,5,5,5
thats,6,7,6,5,5,5
thave,6,4,6,4,4,4
thawn,7,7,6,4,4,4
thawy,9,9,9,8,6,6
theah,6,6,5,5,5,5
theat,6,7,5,6,6,6
theca,4,7,5,5,6,6
theek,7,7,6,5,6,6
theer,5,9,4,5,4,4
theet,5,8,6,6,5,5
theft,8,8,6,9,4,4
thegn,6,6,6,4,4,4
their,4,4,4,3,3,3
thema,5,8,4,4,5,5
theme,8,7,6,7,6,6
theow,6,6,7,6,7,7
there,5,4,4,5,5,5
therm,7,6,5,4,6,6
these,6,4,4,7,4,4
theta,4,9,4,6,5,5
thewy,8,8,8,7,6,6
thick,9,8,6,6,6,6
thief,6,7,5,4,5,5
thigh,9,8,6,8,6,6
thilk,7,6,7,5,6,6
thill,6,7,5,6,7,7
thine,6,4,6,4,5,5
thing,7,5,5,4,4,4
think,8,5,6,5,4,4
think,8,5,6,5,4,4
thiol,5,6,6,5,8,8
third,6,5,6,6,6,6
thirl,4,4,7,3,5,5
thirt,5,6,6,7,7,7
thisn,5,4,5,5,4,4
thoft,9,11,8,7,9,9
thoke,9,6,8,7,9,9
thole,8,5,6,4,4,4
tholi,4,5,5,4,4,4
thone,9,4,6,5,4,4
thong,7,7,5,5,3,3
thoom,7,9,6,5,5,5
thore,6,3,6,4,4,4
thorn,5,7,6,4,4,4
thoro,5,7,5,7,7,7
thorp,7,5,8,6,6,6
thort,6,9,7,8,8,8
those,7,5,6,6,5,5
those,7,5,6,6,5,5
thowt,8,10,7,6,8,8
thram,9,8,6,4,5,5
thrap,9,8,6,6,6,6
thraw,10,9,7,7,7,7
thrax,11,10,8,8,8,8
three,5,4,6,7,6,6
threw,8,7,7,6,6,6
thrip,6,7,7,6,7,7
throb,7,7,9,8,8,8
throe,5,3,5,5,6,6
throu,6,7,7,6,7,7
throw,8,9,6,6,6,6
thrum,7,7,5,6,7,7
thruv,8,8,7,8,8,8
thuan,7,5,6,7,6,6
thuja,7,9,7,5,8,8
thule,8,5,7,5,5,5
thulr,5,6,6,3,5,5
thumb,8,11,7,5,7,7
thump,9,10,8,6,7,7
thung,7,8,6,6,4,4
thuoc,8,8,6,6,7,7
thurl,5,6,6,5,6,6
thurm,7,6,7,6,6,6
thurt,6,9,7,7,7,7
thyme,10,6,7,7,6,6
thymy,9,10,8,6,8,8
tiang,6,6,4,5,6,6
tiara,3,4,4,5,7,7
tibbu,6,9,9,9,7,7
tibby,11,12,10,11,7,7
tibet,7,9,5,6,8,8
tibey,8,7,8,5,7,7
tibia,5,10,5,8,7,7
tical,5,4,5,5,4,4
ticca,5,9,5,6,5,5
ticer,7,6,6,4,7,7
ticky,10,9,8,7,5,5
ticul,5,7,6,4,7,7
tidal,7,6,6,6,5,5
tiddy,9,10,8,8,8,8
tided,7,8,5,5,8,8
tiffy,12,13,11,12,10,10
tiger,9,8,9,8,5,5
tight,5,14,9,7,14,14
tigre,5,3,5,4,6,6
tigua,6,7,6,7,6,6
tikka,7,11,7,9,8,8
tikor,6,5,8,4,5,5
tikur,6,6,7,4,6,6
tilda,5,6,5,3,5,5
tilde,7,4,6,3,6,6
tiled,5,7,4,3,5,5
tiler,5,4,4,3,5,5
tilia,4,7,4,4,4,4
tilly,4,7,7,5,6,6
tilth,5,10,7,4,8,8
tilty,5,9,8,5,7,7
timar,6,4,4,4,4,4
timbe,9,6,9,7,5,5
timbo,7,8,8,6,5,5
timed,6,7,6,4,6,6
timer,8,7,7,5,4,4
times,5,6,4,5,5,5
timid,7,9,8,7,6,6
timne,8,5,10,6,3,3
timon,6,5,7,5,5,5
timon,6,5,7,5,5,5
timor,5,4,5,3,5,5
tinct,7,10,9,5,6,6
tinea,3,5,3,3,4,4
tined,6,7,4,3,5,5
tinge,8,4,6,4,6,6
tingi,6,5,6,5,6,6
tinne,7,6,6,5,5,5
tinni,5,6,5,6,5,5
tinny,7,11,7,5,7,7
tinta,5,8,3,4,7,7
tinty,6,12,7,5,7,7
tiple,7,5,9,5,7,7
tippy,9,11,8,10,9,9
tipsy,6,3,8,5,5,5
tipup,7,9,7,9,10,10
tired,4,4,5,4,4,4
tirer,4,5,6,5,9,9
tirma,5,4,6,5,5,5
tirve,7,3,7,6,4,4
tisar,4,3,3,4,5,5
titan,6,6,6,7,5,5
titar,5,5,5,7,5,5
titer,6,10,5,6,5,5
tithe,8,8,8,5,5,5
title,6,6,8,6,5,5
titre,4,4,4,5,4,4
titty,6,14,8,10,7,7
titus,5,5,8,6,5,5
tiver,10,9,8,7,4,4
tiwaz,8,7,8,6,6,6
tizzy,13,14,12,13,11,11
tlaco,5,6,6,4,5,5
tmema,5,9,5,5,5,5
toady,6,7,7,7,6,6
toast,5,7,9,8,5,5
today,8,7,10,9,8,8
toddy,9,11,10,10,11,11
todea,4,5,4,4,4,4
todus,8,9,7,7,7,7
toffy,14,14,13,12,12,12
togue,8,5,8,5,8,8
toher,9,8,8,7,7,7
toise,5,4,7,5,5,5
toity,5,6,7,6,7,7
tokay,9,8,11,7,7,7
tokay,9,8,11,7,7,7
token,7,5,6,5,4,4
tolan,6,4,5,4,5,5
toldo,5,8,7,4,6,6
tolly,7,7,9,5,5,5
tolyl,6,9,6,6,6,6
toman,7,5,6,5,5,5
tomas,5,5,5,4,5,5
tombe,9,6,9,7,5,5
tomin,7,6,8,5,4,4
tommy,12,12,11,5,7,7
tommy,12,12,11,5,7,7
tonal,5,4,6,5,4,4
toned,6,5,5,4,4,4
toner,6,6,4,3,4,4
tonga,6,6,4,5,5,5
tonga,6,6,4,5,5,5
tongs,7,8,6,7,6,6
tonic,6,6,6,5,5,5
tonna,6,7,5,5,4,4
tonto,6,8,7,5,7,7
tonus,6,8,6,6,7,7
toona,5,6,4,5,4,4
toosh,7,6,6,5,6,6
tooth,7,9,9,5,9,9
topaz,10,9,7,7,8,8
topee,7,8,7,5,6,6
toper,10,9,6,5,5,5
topia,5,5,4,6,5,5
topic,7,7,8,7,6,6
toppy,13,13,7,12,7,7
topsl,7,4,6,3,8,8
topsy,10,5,8,6,7,7
toque,9,6,8,8,9,9
torah,7,6,6,5,5,5
toral,6,5,8,4,3,3
toran,6,5,5,3,3,3
torch,7,6,5,4,6,6
tored,7,7,6,5,4,4
toric,6,6,7,4,5,5
torii,5,5,9,5,4,4
torma,5,6,4,5,4,4
torse,6,3,4,5,6,6
torsk,6,4,7,5,6,6
torso,5,5,6,6,7,7
torta,4,7,4,6,5,5
torus,6,5,4,3,5,5
torve,8,4,9,8,6,6
toshy,8,6,6,5,6,6
tossy,8,6,7,6,8,8
total,7,9,5,9,8,8
totem,6,7,5,6,6,6
toter,7,11,5,4,10,10
totty,8,15,9,10,8,8
totum,7,9,9,6,10,10
touch,8,9,8,5,8,8
tough,9,10,10,6,6,6
tould,7,7,8,5,6,6
tourn,4,7,6,5,4,4
touse,6,4,7,7,5,5
tousy,9,5,7,5,6,6
tovah,9,8,9,8,9,9
tovar,6,5,7,6,6,6
towai,5,4,8,7,6,6
towan,8,6,7,6,6,6
towel,6,8,4,6,5,5
tower,11,10,7,6,6,6
towny,8,9,6,6,5,5
toxic,8,8,9,8,7,7
toxin,8,7,9,6,6,6
toxon,7,9,9,8,8,8
toyer,8,7,10,9,8,8
toyon,6,8,8,7,7,7
tozee,8,9,8,6,7,7
tozer,12,11,9,8,9,9
trace,4,3,4,6,3,3
track,6,7,8,4,3,3
tract,7,8,9,10,5,5
tracy,8,6,8,8,4,4
trade,5,4,6,4,6,6
trady,9,7,7,7,7,7
tragi,6,4,5,5,3,3
traik,4,5,8,5,6,6
trail,4,3,5,3,5,5
train,5,3,4,4,3,3
trait,6,6,7,5,7,7
trama,3,6,4,8,2,2
trame,6,5,5,3,3,3
tramp,8,8,6,7,4,4
trank,5,7,6,3,3,3
trant,6,8,5,4,6,6
trapa,4,6,3,10,4,4
traps,3,3,3,4,4,4
trash,5,4,3,4,3,3
trass,3,5,4,6,5,5
trasy,4,3,5,5,4,4
trave,7,6,7,5,4,4
trawl,5,5,7,4,9,9
tread,5,5,6,5,4,4
treat,4,7,6,8,5,5
treed,6,7,5,4,5,5
treen,4,6,3,3,4,4
treey,5,9,6,5,7,7
trema,4,5,5,4,5,5
trend,5,5,5,4,4,4
trent,4,6,5,5,7,7
tress,3,3,7,5,4,4
trest,4,7,6,9,7,7
trews,4,4,7,5,4,4
triad,7,5,6,5,5,5
trial,6,4,4,6,4,4
trias,4,3,6,3,5,5
tribe,7,5,7,6,8,8
trica,4,4,3,5,4,4
trice,5,3,5,4,5,5
trick,7,5,7,4,5,5
tried,5,4,5,4,4,4
trier,3,5,4,5,4,4
trifa,5,5,6,6,5,5
trike,8,6,9,8,9,9
trill,5,4,6,3,9,9
trine,4,2,4,3,4,4
trink,6,4,6,4,4,4
trior,4,5,4,4,4,4
tripe,6,4,8,7,6,6
tripy,6,6,8,7,8,8
trist,4,5,5,7,6,6
trite,4,7,5,5,7,7
trixy,7,7,9,8,11,11
troad,5,4,5,6,4,4
troat,4,5,4,7,5,5
troca,4,4,3,6,4,4
trock,7,5,10,5,6,6
troco,6,6,6,6,8,8
trode,5,4,6,5,8,8
troft,7,9,5,9,9,9
trogs,4,3,11,6,4,4
troic,5,4,5,6,5,5
troke,8,6,9,8,6,6
troll,5,7,8,4,5,5
tromp,10,5,6,5,5,5
trona,3,3,4,4,3,3
tronc,4,4,6,7,3,3
trone,5,3,4,4,3,3
troop,6,6,8,9,8,8
troot,5,10,7,10,10,10
trope,7,5,6,6,9,9
troth,6,9,6,7,9,9
trout,6,8,8,7,8,8
trove,9,7,8,7,7,7
trubu,9,5,11,8,9,9
truce,6,4,6,6,6,6
truck,11,6,10,6,7,7
trudy,8,7,9,8,8,8
truer,4,5,5,8,7,7
truff,12,12,5,9,10,10
trull,6,6,9,5,7,7
truly,5,5,8,3,5,5
trump,10,8,9,6,6,6
trunk,6,8,6,5,6,6
trush,5,6,7,5,4,4
truss,4,6,7,6,5,5
trust,5,5,6,7,6,6
truth,6,10,7,7,7,7
tryma,7,5,5,5,6,6
trypa,8,6,7,6,6,6
tryst,6,6,7,8,7,7
tsere,3,4,4,4,3,3
tsine,4,3,4,4,5,5
tsuba,5,7,9,6,8,8
tsubo,6,6,7,6,5,5
tsuga,6,8,9,7,4,4
tsuma,4,6,7,5,6,6
tuarn,4,6,5,4,4,4
tuart,6,8,5,7,6,6
tuath,6,8,8,5,5,5
tubae,4,4,6,6,5,5
tubal,7,6,7,7,7,7
tubar,7,6,6,5,5,5
tubba,10,9,8,8,6,6
tubby,8,11,11,10,9,9
tuber,7,7,8,7,8,8
tubig,9,10,11,8,4,4
tubik,10,11,11,8,9,9
tucky,10,9,9,8,7,7
tucum,7,8,8,7,9,9
tudel,6,7,4,6,5,5
tudor,6,7,10,4,7,7
tufan,8,6,7,8,7,7
tufty,7,12,9,8,11,11
tugui,7,6,7,7,6,6
tuism,6,6,7,6,9,9
tukra,7,6,6,4,5,5
tulip,5,6,8,4,7,7
tulle,7,5,7,4,6,6
tulsi,4,3,5,4,4,4
tumid,8,9,9,6,6,6
tummy,11,10,10,6,7,7
tumor,7,7,5,4,5,5
tunca,6,8,6,6,5,5
tuned,7,6,6,5,6,6
tuner,7,7,5,4,6,6
tunga,7,8,5,6,6,6
tungo,6,7,6,6,4,4
tunic,7,7,6,6,6,6
tunna,6,9,5,6,6,6
tunny,8,8,9,7,7,7
tupek,8,6,7,7,6,6
tupik,10,9,7,7,8,8
tuque,9,6,10,7,9,9
turbo,6,7,7,6,7,7
turbo,6,7,7,6,7,7
turco,5,6,6,5,8,8
turco,5,6,6,5,8,8
turfy,8,8,9,10,10,10
turgy,7,7,8,9,7,7
turio,5,5,6,5,6,6
turki,6,5,8,4,5,5
turma,6,6,5,5,6,6
turns,5,4,5,4,5,5
turps,7,6,6,5,6,6
turse,6,4,5,5,4,4
turus,6,7,5,4,6,6
tusky,8,7,7,6,6,6
tutee,6,7,7,6,6,6
tutin,6,8,7,5,6,6
tutly,7,7,7,6,6,6
tutor,5,8,9,5,5,5
tutti,6,10,9,8,8,8
tutty,8,13,10,9,7,7
tuzla,5,7,6,4,6,6
twain,6,5,5,5,4,4
twale,5,4,4,3,5,5
twalt,6,6,6,4,5,5
twana,5,9,4,6,4,4
twang,7,8,6,6,5,5
twank,8,8,6,5,5,5
twant,7,10,8,7,9,9
tweag,7,5,6,6,4,4
tweak,8,6,5,5,6,6
tweed,8,7,7,5,5,5
tweeg,9,9,6,6,4,4
tweel,5,12,5,8,7,7
tween,7,6,6,5,5,5
tweet,6,10,8,7,8,8
tweil,4,5,6,5,5,5
twere,6,6,6,6,6,6
twerp,8,5,5,5,6,6
twice,6,5,7,6,6,6
twick,9,8,7,7,7,7
twill,8,7,6,7,8,8
twilt,6,8,7,4,8,8
twine,7,5,9,6,6,6
twink,8,6,10,5,6,6
twiny,6,5,9,6,6,6
twire,5,4,6,4,3,3
twirk,5,5,6,4,7,7
twirl,5,5,7,4,6,6
twist,9,9,8,7,4,4
twite,8,7,9,8,6,6
twixt,7,8,9,10,9,9
tyche,10,4,8,4,7,7
tydie,5,3,9,6,5,5
tyigh,7,6,7,6,5,5
tying,6,4,11,5,10,10
tyken,8,6,8,6,6,6
tyler,8,7,5,4,5,5
tylus,7,8,7,5,7,7
typal,8,7,6,6,7,7
typer,8,8,7,6,7,7
typha,7,9,7,4,7,7
typic,7,8,10,7,8,8
tyste,7,6,5,6,7,7
tzaam,5,8,4,10,3,3
uaupe,9,10,11,11,11,11
uayeb,9,9,12,12,11,11
uchee,7,7,6,8,8,8
uckia,8,7,10,6,7,7
udasi,6,3,6,5,7,7
udder,10,10,9,8,9,9
udell,7,8,5,4,6,6
udish,6,4,7,5,8,8
ugric,7,7,6,6,4,4
uhlan,9,8,8,7,7,7
uhllo,7,8,6,6,6,6
uigur,7,8,8,4,6,6
uinal,6,6,8,7,7,7
uinta,5,5,6,7,6,6
ukase,8,5,7,6,7,7
ulcer,6,5,8,8,9,9
ulema,6,5,6,6,5,5
uller,6,9,7,4,6,6
ulmic,7,6,7,7,4,4
ulmin,6,6,7,5,4,4
ulmus,6,6,5,6,5,5
ulnad,7,6,5,4,6,6
ulnae,4,4,4,3,5,5
ulnar,5,4,5,4,5,5
uloid,6,7,6,5,7,7
ultra,4,5,5,4,4,4
uluhi,6,7,7,7,6,6
ululu,7,8,9,8,7,7
ulvan,7,5,6,6,8,8
umaua,6,10,6,8,3,3
umbel,8,8,9,5,4,4
umber,11,9,8,7,3,3
umble,10,6,8,8,4,4
umbra,6,10,6,9,3,3
umbra,6,10,6,9,3,3
umiak,7,6,7,5,3,3
umiri,5,7,4,7,5,5
umpty,8,10,8,6,5,5
unact,8,8,5,7,6,6
unadd,8,9,4,8,6,6
unami,8,5,3,6,3,3
unamo,8,8,4,5,4,4
unapt,8,8,6,7,5,5
unark,6,7,5,7,5,5
unarm,6,7,5,7,4,4
unary,5,6,4,6,4,4
unbag,8,7,11,9,3,3
unbar,9,8,6,6,5,5
unbay,8,6,12,6,7,7
unbed,8,6,7,7,8,8
unbet,9,7,8,7,9,9
unbid,9,8,9,10,10,10
unbit,7,7,9,8,8,8
unbog,11,9,8,7,3,3
unbow,8,11,10,10,7,7
unbox,12,12,11,11,8,8
unboy,10,10,9,10,6,6
unbud,8,9,11,10,10,10
uncap,11,8,7,6,7,7
uncia,6,6,9,7,5,5
uncle,8,6,6,6,6,6
uncoy,9,9,7,8,5,5
uncus,8,8,5,8,6,6
uncut,8,9,8,7,7,7
undam,7,6,5,4,4,4
unden,7,7,5,6,7,7
under,8,6,7,6,6,6
undid,7,8,7,8,8,8
undig,8,7,9,6,3,3
undim,7,6,8,7,5,5
undog,10,8,7,6,4,4
undon,8,11,7,7,7,7
undry,6,8,5,6,5,5
undub,8,10,10,10,9,9
undue,7,8,8,8,8,8
undug,9,11,7,7,5,5
undye,6,8,10,7,7,7
uneye,5,9,5,7,7,7
unfar,9,9,7,7,6,6
unfed,11,9,9,9,11,11
unfew,11,10,10,9,11,11
unfit,8,8,10,9,9,9
unfix,11,11,10,11,11,11
unfur,7,8,7,5,6,6
ungag,12,11,10,10,3,3
unget,10,8,6,5,5,5
ungka,7,8,8,8,4,4
ungod,11,8,7,7,5,5
ungot,9,8,7,7,5,5
ungum,11,11,7,7,3,3
unhad,10,8,7,7,7,7
unhap,11,8,8,7,9,9
unhat,5,4,6,6,6,6
unhex,12,11,10,9,9,9
unhid,8,7,6,6,12,12
unhit,6,6,7,7,10,10
unhot,7,8,6,7,6,6
uniat,5,4,6,3,5,5
uniat,5,4,6,3,5,5
unice,6,5,6,6,6,6
unify,8,6,7,7,8,8
uninn,6,6,5,9,8,8
union,6,6,7,8,8,8
unite,6,4,6,6,5,5
unity,7,5,6,6,7,7
unjam,8,10,6,5,6,6
unked,9,7,6,6,7,7
unken,9,8,6,7,8,8
unket,8,9,7,6,7,7
unkey,8,7,8,7,6,6
unkid,10,9,7,8,9,9
unkin,9,10,8,9,8,8
unlap,6,5,6,5,6,6
unlaw,7,6,7,6,7,7
unlay,6,6,7,6,5,5
unled,7,7,6,5,9,9
unlet,6,6,5,4,8,8
unlid,6,6,5,4,11,11
unlie,6,4,6,4,6,6
unlit,5,5,6,4,7,7
unmad,8,7,5,5,5,5
unman,7,10,6,7,8,8
unmet,8,6,9,8,5,5
unmew,10,9,7,8,6,6
unmix,9,7,9,8,5,5
unnew,8,7,6,7,6,6
unode,7,7,9,6,6,6
unoil,5,5,6,5,7,7
unold,6,7,6,6,8,8
unona,6,7,5,7,7,7
unorn,7,8,4,6,5,5
unown,7,8,8,6,7,7
unpeg,9,8,7,7,5,5
unpen,8,9,7,8,9,9
unpin,8,9,6,11,9,9
unpot,8,9,7,8,7,7
unput,9,10,8,8,8,8
unram,5,4,4,3,5,5
unray,5,4,5,4,5,5
unred,5,5,4,3,5,5
unrid,7,6,5,4,5,5
unrig,9,8,6,5,4,4
unrip,8,7,7,6,6,6
unrow,8,5,5,5,4,4
unrra,3,4,4,4,4,4
unrun,7,7,7,6,9,9
unsad,5,6,5,4,6,6
